Commodity,Market,Variety,Max_Price,Avg_Price,Min_Price,Last_Updated,Trend,Extra,Fetch_Date
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-15
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-15
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-14
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-14
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-14
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-14
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-14
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-14
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-14
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-14
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-14
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-14
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-14
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-14
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-14
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-14
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-14
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-14
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-14
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-14
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-14
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-14
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-14
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-14
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-14
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-13
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-13
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-13
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-13
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-13
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-13
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-13
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-13
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-13
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-13
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-13
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-13
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-13
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-13
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-13
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-13
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-13
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-13
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-13
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-13
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-13
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-13
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-13
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-12
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-12
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-12
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-12
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-12
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-12
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-12
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-12
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-12
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-12
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-12
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-12
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-12
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-12
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-12
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-12
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-12
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-12
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-12
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-12
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-12
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-12
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-12
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-11
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-11
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-11
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-11
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-11
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-11
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-11
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-11
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-11
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-11
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-11
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-11
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-11
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-11
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-11
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-11
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-11
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-11
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-11
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-11
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-11
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-11
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-11
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-10
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-10
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-10
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-10
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-10
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-10
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-10
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-10
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-10
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-10
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-10
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-10
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-10
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-10
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-10
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-10
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-10
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-10
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-10
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-10
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-10
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-10
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-10
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-09
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-09
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-09
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-09
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-09
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-09
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-09
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-09
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-09
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-09
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-09
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-09
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-09
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-09
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-09
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-09
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-09
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-09
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-09
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-09
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-09
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-09
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-09
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-08
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-08
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-08
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-08
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-08
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-08
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-08
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-08
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-08
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-08
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-08
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-08
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-08
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-08
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-08
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-08
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-08
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-08
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-08
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-08
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-08
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-08
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-08
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-07
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-07
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-07
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-07
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-07
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-07
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-07
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-07
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-07
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-07
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-07
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-07
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-07
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-07
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-07
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-07
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-07
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-07
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-07
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-07
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-07
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-07
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-07
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-06
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-06
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-06
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-06
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-06
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-06
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-06
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-06
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-06
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-06
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-06
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-06
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-06
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-06
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-06
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-06
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-06
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-06
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-06
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-06
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-06
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-06
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-06
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-05
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-05
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-05
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-05
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-05
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-05
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-05
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-05
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-05
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-05
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-05
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-05
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-05
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-05
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-05
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-05
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-05
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-05
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-05
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-05
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-05
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-05
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-05
Ridgeguard(Tori),Vantamamidi,Other,4000,3000,2000,03 Nov 2025,,For Free Price Alerts,2025-11-04
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-04
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-04
Cabbage,Vantamamidi,Cabbage,800,650,500,30 Oct 2025,,For Free Price Alerts,2025-11-04
Potato,Vantamamidi,Local,1000,1000,1000,03 Oct 2025,,For Free Price Alerts,2025-11-04
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-04
Carrot,Vantamamidi,Carrot,1000,1000,1000,10 Apr 2025,,For Free Price Alerts,2025-11-04
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-04
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-04
